available,category,price,priceExcludeTax,priceIncludeTax,rating,title
1,Classics,45.42,45.42,45.42,,The Little Prince
1,Fantasy,29.38,29.38,29.38,,The Mirror & the Maze (The Wrath and the Dawn #1.5)
1,Default,50.59,50.59,50.59,star-rating Three,The Name of the Wind (The Kingkiller Chronicle #1)
1,Philosophy,36.34,36.34,36.34,,The Nicomachean Ethics
1,Mystery,57.70,57.70,57.70,,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1)
1,Add a comment,29.64,29.64,29.64,star-rating Three,The Odyssey
1,Sequential Art,54.12,54.12,54.12,star-rating Three,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)"
1,Historical Fiction,34.56,34.56,34.56,star-rating Three,The Secret Healer
1,Science,29.45,29.45,29.45,,The Selfish Gene
1,Add a comment,33.78,33.78,33.78,star-rating Three,The Republic
1,Classics,43.19,43.19,43.19,,The Story of Hong Gildong
1,Nonfiction,41.56,41.56,41.56,,The Tumor
1,Fantasy,36.25,36.25,36.25,star-rating Three,The Silent Twin (Detective Jennifer Knight #3)
1,Fiction,12.34,12.34,12.34,,The Silent Wife
1,Sequential Art,36.52,36.52,36.52,,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)"
1,Default,19.69,19.69,19.69,,The Zombie Room
1,Romance,48.71,48.71,48.71,,This One Moment (Pushing Limits #1)
1,Science Fiction,44.18,44.18,44.18,,Three Wishes (River of Time: California #1)
1,Paranormal,15.40,15.40,15.40,,"Vampire Knight, Vol. 1 (Vampire Knight #1)"
1,Fantasy,53.82,53.82,53.82,,Vampire Girl (Vampire Girl #1)
1,Nonfiction,57.82,57.82,57.82,,Travels with Charley: In Search of America
1,Poetry,30.95,30.95,30.95,,Twenty Love Poems and a Song of Despair
1,Art,39.51,39.51,39.51,,Ways of Seeing
1,Fiction,51.96,51.96,51.96,star-rating Three,When I'm Gone
1,Romance,39.77,39.77,39.77,star-rating Three,Where Lightning Strikes (Bleeding Stars #3)
1,Historical Fiction,41.32,41.32,41.32,,While You Were Mine
1,Sequential Art,18.51,18.51,18.51,,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)"
2,Childrens,52.88,52.88,52.88,,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book)
2,Sequential Art,11.64,11.64,11.64,,"Fruits Basket, Vol. 2 (Fruits Basket #2)"
2,Young Adult,53.47,53.47,53.47,,Girl Online On Tour (Girl Online #2)
2,Nonfiction,57.42,57.42,57.42,,H is for Hawk
2,Music,31.58,31.58,31.58,,Life
2,Young Adult,12.86,12.86,12.86,,New Moon (Twilight #2)
2,Nonfiction,34.00,34.00,34.00,star-rating Three,Kindle Paperwhite User's Guide
2,Sequential Art,11.75,11.75,11.75,star-rating Three,"Saga, Volume 2 (Saga (Collected Editions) #2)"
2,Philosophy,20.02,20.02,20.02,,"Run, Spot, Run: The Ethics of Keeping Pets"
2,Sports and Games,24.42,24.42,24.42,,Sugar Rush (Offensive Line #2)
2,Fiction,16.78,16.78,16.78,star-rating Three,The Course of Love
2,Sequential Art,54.81,54.81,54.81,,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)"
2,Add a comment,31.38,31.38,31.38,star-rating Three,The Sense of an Ending
3,Psychology,31.04,31.04,31.04,,8 Keys to Mental Health Through Exercise
3,Autobiography,54.29,54.29,54.29,,A Heartbreaking Work of Staggering Genius
2,Nonfiction,11.89,11.89,11.89,,"The Suffragettes (Little Black Classics, #96)"
3,Add a comment,50.96,50.96,50.96,,#GIRLBOSS
3,Fantasy,31.22,31.22,31.22,,A Storm of Swords (A Song of Ice and Fire #3)
3,Default,14.08,14.08,14.08,,A Visit from the Goon Squad
3,Nonfiction,30.48,30.48,30.48,,A Walk in the Woods: Rediscovering America on the Appalachian Trail
3,Young Adult,36.83,36.83,36.83,,Annie on My Mind
3,Classics,35.01,35.01,35.01,,And Then There Were None
3,Add a comment,36.17,36.17,36.17,,Cosmos
3,Childrens,10.62,10.62,10.62,,Counting Thyme
3,Fiction,49.13,49.13,49.13,,Crazy Rich Asians (Crazy Rich Asians #1)
3,Default,23.90,23.90,23.90,,Dark Places
3,Default,17.81,17.81,17.81,,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants"
3,Fantasy,56.02,56.02,56.02,,Darkfever (Fever #1)
3,Default,39.24,39.24,39.24,,Dead Wake: The Last Crossing of the Lusitania
3,Science Fiction,51.48,51.48,51.48,,Do Androids Dream of Electric Sheep? (Blade Runner #1)
3,Nonfiction,15.28,15.28,15.28,,Disrupted: My Misadventure in the Start-Up Bubble
3,Science Fiction,54.86,54.86,54.86,,Dune (Dune #1)
3,Default,52.62,52.62,52.62,star-rating Three,Dracula
3,Default,18.74,18.74,18.74,,Eclipse (Twilight #3)
3,Fantasy,43.87,43.87,43.87,star-rating Three,Eragon (The Inheritance Cycle #1)
3,Mystery,25.40,25.40,25.40,star-rating Three,Extreme Prey (Lucas Davenport #26)
3,Add a comment,21.28,21.28,21.28,,Fire Bound (Sea Haven/Sisters of the Heart #5)
3,Adult Fiction,15.36,15.36,15.36,,Fifty Shades Freed (Fifty Shades #3)
3,Sequential Art,45.17,45.17,45.17,,"Fruits Basket, Vol. 3 (Fruits Basket #3)"
3,Historical Fiction,46.83,46.83,46.83,,Girl in the Blue Coat
3,Nonfiction,22.20,22.20,22.20,,Letter to a Christian Nation
3,Default,38.62,38.62,38.62,,Fellside
3,Sports and Games,51.22,51.22,51.22,star-rating Three,"Friday Night Lights: A Town, a Team, and a Dream"
3,Default,26.13,26.13,26.13,,Life After Life
3,Science Fiction,33.26,33.26,33.26,,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)"
3,Nonfiction,45.11,45.11,45.11,,Let's Pretend This Never Happened: A Mostly True Memoir
3,Autobiography,11.87,11.87,11.87,,Lust & Wonder
3,Autobiography,59.04,59.04,59.04,,Life Without a Recipe
3,Add a comment,34.98,34.98,34.98,,Manuscript Found in Accra
3,Fantasy,55.46,55.46,55.46,,Midnight Riot (Peter Grant/ Rivers of London - books #1)
3,Autobiography,57.60,57.60,57.60,,Me Talk Pretty One Day
3,Nonfiction,57.83,57.83,57.83,,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing"
3,Fiction,12.47,12.47,12.47,star-rating Three,Lila (Gilead #3)
3,Default,29.40,29.40,29.40,,Morning Star (Red Rising #3)
3,Humor,31.69,31.69,31.69,star-rating Three,Naked
3,Travel,38.95,38.95,38.95,star-rating Three,Neither Here nor There: Travels in Europe
3,Nonfiction,13.51,13.51,13.51,,Night (The Night Trilogy #1)
3,Young Adult,42.21,42.21,42.21,,Golden (Heart of Dread #3)
3,Default,37.60,37.60,37.60,,Gone Girl
3,Nonfiction,26.66,26.66,26.66,,Gratitude
3,Sequential Art,42.72,42.72,42.72,,"Grayson, Vol 3: Nemesis (Grayson #3)"
3,Fantasy,44.07,44.07,44.07,,Heir to the Sky
3,Childrens,10.79,10.79,10.79,,Green Eggs and Ham (Beginner Books B-16)
3,Humor,51.07,51.07,51.07,,Holidays on Ice
3,Childrens,37.52,37.52,37.52,,Horrible Bear!
3,Nonfiction,40.17,40.17,40.17,,Notes from a Small Island (Notes From a Small Island #1)
3,Horror,54.89,54.89,54.89,,House of Leaves
3,History,43.70,43.70,43.70,,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth"
3,Nonfiction,28.88,28.88,28.88,,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban
3,Womens Fiction,19.69,19.69,19.69,,I've Got Your Number
3,Christian Fiction,49.97,49.97,49.97,,If I Run (If I Run #1)
3,Nonfiction,28.85,28.85,28.85,star-rating Three,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin"
3,Fiction,41.00,41.00,41.00,,Inferno (Robert Langdon #4)
3,Food and Drink,33.14,33.14,33.14,star-rating Three,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World
3,Default,20.11,20.11,20.11,star-rating Three,Is Everyone Hanging Out Without Me? (And Other Concerns)
3,Default,32.87,32.87,32.87,,One for the Money (Stephanie Plum #1)
3,Nonfiction,42.38,42.38,42.38,,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond
3,Default,24.61,24.61,24.61,,Orange Is the New Black
3,Sequential Art,31.45,31.45,31.45,star-rating Three,Original Fake
3,Nonfiction,56.70,56.70,56.70,,Into the Wild
3,Nonfiction,14.16,14.16,14.16,,Outliers: The Story of Success
3,Default,56.68,56.68,56.68,,Packing for Mars: The Curious Science of Life in the Void
3,Fiction,44.97,44.97,44.97,,Jurassic Park (Jurassic Park #1)
3,Sequential Art,39.13,39.13,39.13,,Persepolis: The Story of a Childhood (Persepolis #1-2)
3,Sequential Art,43.63,43.63,43.63,star-rating Three,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2)
3,Default,43.55,43.55,43.55,,Quiet: The Power of Introverts in a World That Can't Stop Talking
3,Science Fiction,19.07,19.07,19.07,,Ready Player One
3,Childrens,28.54,28.54,28.54,star-rating Three,Red: The True Story of Red Riding Hood
3,Romance,11.10,11.10,11.10,star-rating Three,Reservations for Two
3,Nonfiction,41.67,41.67,41.67,,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars"
3,Business,44.88,44.88,44.88,,Rework
3,Add a comment,50.11,50.11,50.11,star-rating Three,Rogue Lawyer (Rogue Lawyer #1)
3,Autobiography,12.91,12.91,12.91,,Running with Scissors
3,Sequential Art,21.57,21.57,21.57,,"Saga, Volume 3 (Saga (Collected Editions) #3)"
3,Add a comment,46.29,46.29,46.29,,Sarah's Key
3,Young Adult,14.57,14.57,14.57,,Scarlet (The Lunar Chronicles #2)
3,Science,30.60,30.60,30.60,,Seven Brief Lessons on Physics
3,Add a comment,52.33,52.33,52.33,,Seven Days in the Art World
3,Fantasy,24.72,24.72,24.72,,Soldier (Talon #3)
3,Womens Fiction,48.96,48.96,48.96,,Something Borrowed (Darcy & Rachel #1)
3,Womens Fiction,54.62,54.62,54.62,,Something Blue (Darcy & Rachel #2)
3,Nonfiction,36.74,36.74,36.74,star-rating Three,Stiff: The Curious Lives of Human Cadavers
3,Nonfiction,49.51,49.51,49.51,,Spilled Milk: Based on a True Story
3,Fiction,22.10,22.10,22.10,,The Art of Fielding
3,Science,25.83,25.83,25.83,,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character"
3,Food and Drink,34.32,34.32,34.32,star-rating Three,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution"
3,Sports and Games,44.84,44.84,44.84,,The Book of Basketball: The NBA According to The Sports Guy
3,Default,23.43,23.43,23.43,,The Autobiography of Malcolm X
3,Add a comment,53.71,53.71,53.71,,The Blind Side: Evolution of a Game
3,Default,53.49,53.49,53.49,,The Book Thief
3,Add a comment,47.84,47.84,47.84,,The Case for Christ (Cases for Christianity)
3,Childrens,16.26,16.26,16.26,,The Cat in the Hat (Beginner Books B-1)
3,Add a comment,41.32,41.32,41.32,,The Complete Poems
3,Add a comment,24.55,24.55,24.55,,The Catcher in the Rye
3,Classics,26.78,26.78,26.78,,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition])
3,Fiction,22.96,22.96,22.96,,The Da Vinci Code (Robert Langdon #2)
3,Mystery,19.21,19.21,19.21,,The Cuckoo's Calling (Cormoran Strike #1)
3,Science,57.35,57.35,57.35,,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements"
3,Science,13.03,13.03,13.03,,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory"
3,Add a comment,22.13,22.13,22.13,,"The End of Faith: Religion, Terror, and the Future of Reason"
3,Mystery,43.45,43.45,43.45,star-rating Three,The Exiled
3,Add a comment,57.48,57.48,57.48,,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3)
3,Default,22.14,22.14,22.14,,The Girl Who Played with Fire (Millennium Trilogy #2)
3,Default,12.30,12.30,12.30,,The Giver (The Giver Quartet #1)
3,Horror,49.47,49.47,49.47,star-rating Three,The Girl with All the Gifts
3,Historical Fiction,49.53,49.53,49.53,,The Guernsey Literary and Potato Peel Pie Society
3,Default,43.58,43.58,43.58,star-rating Three,The Goldfinch
3,History,14.54,14.54,14.54,,The Guns of August
3,Add a comment,47.80,47.80,47.80,star-rating Three,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1)
3,Fiction,52.51,52.51,52.51,,The Husband's Secret
3,Historical Fiction,55.55,55.55,55.55,,The Last Painting of Sara de Vos
3,Fiction,27.41,27.41,27.41,,The Infinities
3,Young Adult,29.64,29.64,29.64,,"The Land of 10,000 Madonnas"
3,Default,20.93,20.93,20.93,,The Maze Runner (The Maze Runner #1)
3,Business,33.92,33.92,33.92,star-rating Three,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses
3,Childrens,43.59,43.59,43.59,,The Lonely Ones
3,Young Adult,44.92,44.92,44.92,star-rating Three,The New Guy (and Other Senior Year Distractions)
3,Default,58.09,58.09,58.09,,The Lover's Dictionary
3,Nonfiction,37.25,37.25,37.25,,The Name of God is Mercy
3,Womens Fiction,52.53,52.53,52.53,,The Nanny Diaries (Nanny #1)
3,Fiction,26.26,26.26,26.26,,The Nightingale
3,Romance,45.43,45.43,45.43,,The Obsession
3,Default,36.80,36.80,36.80,star-rating Three,The Paris Wife
3,Classics,29.70,29.70,29.70,,The Picture of Dorian Gray
3,Add a comment,37.19,37.19,37.19,star-rating Three,The Purpose Driven Life: What on Earth Am I Here for?
3,Romance,12.25,12.25,12.25,,The Purest Hook (Second Circle Tattoos #3)
3,Historical Fiction,35.66,35.66,35.66,,The Red Tent
3,Add a comment,34.77,34.77,34.77,,The Rest Is Noise: Listening to the Twentieth Century
3,Biography,42.57,42.57,42.57,star-rating Three,The Rise of Theodore Roosevelt (Theodore Roosevelt #1)
3,Science Fiction,10.92,10.92,10.92,,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2)
3,Travel,23.21,23.21,23.21,,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2)
3,Fantasy,58.64,58.64,58.64,,The Rose & the Dagger (The Wrath and the Dawn #2)
3,Sequential Art,55.55,55.55,55.55,,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)"
3,Mystery,23.05,23.05,23.05,,The Silkworm (Cormoran Strike #2)
3,Food and Drink,23.59,23.59,23.59,,The Smitten Kitchen Cookbook
3,Horror,57.86,57.86,57.86,,The Stand
3,Childrens,48.77,48.77,48.77,,The Thing About Jellyfish
3,Add a comment,10.02,10.02,10.02,,The Tipping Point: How Little Things Can Make a Big Difference
3,Thriller,15.77,15.77,15.77,,The Travelers
3,Womens Fiction,45.75,45.75,45.75,,The Undomestic Goddess
3,Sequential Art,14.41,14.41,14.41,star-rating Three,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)"
3,Childrens,56.07,56.07,56.07,star-rating Three,The Wild Robot
3,Psychology,21.14,21.14,21.14,,"Thinking, Fast and Slow"
3,Nonfiction,53.51,53.51,53.51,,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland"
3,Fiction,23.21,23.21,23.21,star-rating Three,Three-Martini Lunch
3,Womens Fiction,42.80,42.80,42.80,,Twenties Girl
3,Default,41.93,41.93,41.93,,Twilight (Twilight #1)
3,Young Adult,32.74,32.74,32.74,,Two Boys Kissing
3,Nonfiction,30.00,30.00,30.00,,Under the Banner of Heaven: A Story of Violent Faith
3,Nonfiction,58.09,58.09,58.09,,"Unstuffed: Decluttering Your Home, Mind, and Soul"
3,Food and Drink,13.66,13.66,13.66,,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table
3,Historical Fiction,21.07,21.07,21.07,,Voyager (Outlander #3)
3,Nonfiction,50.66,50.66,50.66,star-rating Three,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination
3,Young Adult,32.36,32.36,32.36,star-rating Three,Walk the Edge (Thunder Road #2)
3,Contemporary,24.04,24.04,24.04,,We Are All Completely Beside Ourselves
3,Nonfiction,31.95,31.95,31.95,star-rating Three,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America
3,Humor,30.89,30.89,30.89,,When You Are Engulfed in Flames
3,Default,18.13,18.13,18.13,,"Where'd You Go, Bernadette"
3,Default,21.80,21.80,21.80,,World War Z: An Oral History of the Zombie War
3,Classics,17.73,17.73,17.73,star-rating Three,Wuthering Heights
3,Default,46.02,46.02,46.02,star-rating Three,Wild: From Lost to Found on the Pacific Crest Trail
3,Default,34.77,34.77,34.77,,Zero History (Blue Ant #3)
4,Horror,49.56,49.56,49.56,,'Salem's Lot
4,Religion,27.62,27.62,27.62,,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam"
4,Spirituality,55.65,55.65,55.65,,A New Earth: Awakening to Your Life's Purpose
4,Romance,56.43,56.43,56.43,,A Walk to Remember
4,Classics,57.22,57.22,57.22,star-rating Three,Animal Farm
4,Fiction,26.58,26.58,26.58,,Atlas Shrugged
4,Womens Fiction,21.94,21.94,21.94,,Can You Keep a Secret?
4,Classics,58.63,58.63,58.63,star-rating Three,Candide
4,Romance,13.38,13.38,13.38,star-rating Three,Changing the Game (Play by Play #2)
4,Default,48.94,48.94,48.94,,Confessions of a Shopaholic (Shopaholic #1)
4,Romance,12.87,12.87,12.87,,Dark Lover (Black Dagger Brotherhood #1)
4,Fantasy,14.74,14.74,14.74,,Harry Potter and the Chamber of Secrets (Harry Potter #2)
4,Thriller,34.93,34.93,34.93,,Far From True (Promise Falls Trilogy #2)
4,Fantasy,48.75,48.75,48.75,,Harry Potter and the Half-Blood Prince (Harry Potter #6)
4,Fantasy,31.63,31.63,31.63,,Harry Potter and the Order of the Phoenix (Harry Potter #5)
4,Young Adult,24.17,24.17,24.17,,Harry Potter and the Prisoner of Azkaban (Harry Potter #3)
4,Default,13.90,13.90,13.90,star-rating Three,Harry Potter and the Sorcerer's Stone (Harry Potter #1)
4,Horror,25.01,25.01,25.01,star-rating Three,It
4,Horror,34.79,34.79,34.79,,Misery
4,Classics,28.07,28.07,28.07,,Little Women (Little Women #1)
4,Default,20.44,20.44,20.44,,Mockingjay (The Hunger Games #3)
4,Horror,47.51,47.51,47.51,,Needful Things
4,Horror,12.75,12.75,12.75,,Night Shift (Night Shift #1-20)
4,Music,20.02,20.02,20.02,,No One Here Gets Out Alive
4,Music,12.36,12.36,12.36,star-rating Three,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors"
4,Default,19.67,19.67,19.67,,Outlander (Outlander #1)
4,Fantasy,49.45,49.45,49.45,,Paper and Fire (The Great Library #2)
4,Womens Fiction,48.39,48.39,48.39,,Shopaholic Ties the Knot (Shopaholic #3)
4,Womens Fiction,13.73,13.73,13.73,,Some Women
4,Fantasy,46.08,46.08,46.08,,The Beast (Black Dagger Brotherhood #14)
4,Sequential Art,27.88,27.88,27.88,,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)"
4,Thriller,59.71,59.71,59.71,star-rating Three,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2)
4,Fantasy,52.11,52.11,52.11,,The Demonists (Demonist #1)
4,Nonfiction,28.23,28.23,28.23,,The Geography of Bliss: One Grump's Search for the Happiest Places in the World
4,Nonfiction,16.81,16.81,16.81,,The Gunning of America: Business and the Making of American Gun Culture
4,Classics,14.82,14.82,14.82,,The Hound of the Baskervilles (Sherlock Holmes #5)
4,Default,29.85,29.85,29.85,,The Hunger Games (The Hunger Games #1)
4,Nonfiction,38.71,38.71,38.71,star-rating Three,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe
4,Historical Fiction,28.32,28.32,28.32,,The Passion of Dolssa
4,Romance,59.99,59.99,59.99,star-rating Three,The Perfect Play (Play by Play #1)
4,Classics,50.26,50.26,50.26,,The Pilgrim's Progress
5,Add a comment,10.79,10.79,10.79,star-rating Three,A Clash of Kings (A Song of Ice and Fire #2)
4,Default,27.88,27.88,27.88,star-rating Three,The Shining (The Shining #1)
4,Default,52.35,52.35,52.35,,Vogue Colors A to Z: A Fashion Coloring Book
5,Fantasy,17.21,17.21,17.21,,A Feast for Crows (A Song of Ice and Fire #4)
5,Add a comment,46.42,46.42,46.42,,A Game of Thrones (A Song of Ice and Fire #1)
5,Young Adult,10.00,10.00,10.00,,An Abundance of Katherines
5,Romance,31.30,31.30,31.30,,A Girl's Guide to Moving On (New Beginnings #2)
5,Default,58.59,58.59,58.59,,Alight (The Generations Trilogy #2)
5,Default,34.13,34.13,34.13,,"Blue Lily, Lily Blue (The Raven Cycle #3)"
5,Autobiography,58.81,58.81,58.81,,Approval Junkie: Adventures in Caring Too Much
5,Poetry,17.49,17.49,17.49,,Booked
5,Philosophy,20.75,20.75,20.75,,Critique of Pure Reason
5,Nonfiction,32.35,32.35,32.35,star-rating Three,"Data, A Love Story: How I Gamed Online Dating to Meet My Match"
5,Sequential Art,52.41,52.41,52.41,,"Death Note, Vol. 5: Whiteout (Death Note #5)"
5,Horror,35.63,35.63,35.63,,Dracula the Un-Dead
5,Fiction,58.00,58.00,58.00,,Digital Fortress
5,Default,38.70,38.70,38.70,,Drama
5,Add a comment,22.37,22.37,22.37,,Find Her (Detective D.D. Warren #8)
5,Add a comment,42.27,42.27,42.27,,Evicted: Poverty and Profit in the American City
5,Sequential Art,16.33,16.33,16.33,,"Fruits Basket, Vol. 5 (Fruits Basket #5)"
5,Default,16.96,16.96,16.96,,Fool Me Once
5,Science Fiction,32.42,32.42,32.42,,Foundation (Foundation (Publication Order) #1)
5,Default,36.55,36.55,36.55,,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1)
5,Default,23.32,23.32,23.32,,Harry Potter and the Deathly Hallows (Harry Potter #7)
5,Default,38.13,38.13,38.13,,If I Stay (If I Stay #1)
5,Young Adult,48.13,48.13,48.13,,Isla and the Happily Ever After (Anna and the French Kiss #3)
5,Academic,13.12,13.12,13.12,,Logan Kade (Fallen Crest High #5.5)
5,Young Adult,23.63,23.63,23.63,,Lola and the Boy Next Door (Anna and the French Kiss #2)
5,Childrens,22.54,22.54,22.54,,Maybe Something Beautiful: How Art Transformed a Neighborhood
5,Food and Drink,24.91,24.91,24.91,,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens
5,Nonfiction,31.63,31.63,31.63,,My Mother Was Nuts
5,Science,16.28,16.28,16.28,,Peak: Secrets from the New Science of Expertise
5,Horror,23.37,23.37,23.37,star-rating Three,Red Dragon (Hannibal Lecter #1)
5,Default,11.48,11.48,11.48,star-rating Three,Remember Me?
5,Default,16.23,16.23,16.23,,Shiver (The Wolves of Mercy Falls #1)
5,Fiction,34.22,34.22,34.22,,Siddhartha
5,Nonfiction,25.15,25.15,25.15,,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut
5,Young Adult,41.81,41.81,41.81,,Tell Me Three Things
5,Default,11.83,11.83,11.83,,The 5th Wave (The 5th Wave #1)
5,Fantasy,45.51,45.51,45.51,star-rating Three,Tell the Wind and Fire
5,Poetry,38.77,38.77,38.77,,The Crossover
5,Young Adult,11.33,11.33,11.33,,The Darkest Corners
5,Default,34.50,34.50,34.50,,The Dream Thieves (The Raven Cycle #2)
5,History,55.91,55.91,55.91,,The Hiding Place
5,Fiction,24.73,24.73,24.73,star-rating Three,The Little Paris Bookshop
5,History,42.91,42.91,42.91,,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats
5,Food and Drink,11.05,11.05,11.05,,The Power Greens Cookbook: 140 Delicious Superfood Recipes
5,Classics,28.58,28.58,28.58,,The Metamorphosis
5,Fantasy,57.74,57.74,57.74,,The Raven Boys (The Raven Cycle #1)
5,Add a comment,30.57,30.57,30.57,,The Raven King (The Raven Cycle #4)
5,Classics,15.08,15.08,15.08,,The Secret Garden
5,Music,38.40,38.40,38.40,,This Is Your Brain on Music: The Science of a Human Obsession
5,Young Adult,14.64,14.64,14.64,,Two Summers
5,Default,53.68,53.68,53.68,,What If?: Serious Scientific Answers to Absurd Hypothetical Questions
5,Young Adult,41.73,41.73,41.73,,Where She Went (If I Stay #2)
5,Nonfiction,48.67,48.67,48.67,,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis
5,Young Adult,47.31,47.31,47.31,,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)"
5,Historical Fiction,32.97,32.97,32.97,,World Without End (The Pillars of the Earth #2)
6,Travel,56.88,56.88,56.88,,A Year in Provence (Provence #1)
6,Psychology,21.30,21.30,21.30,star-rating Three,An Unquiet Mind: A Memoir of Moods and Madness
6,Food and Drink,39.61,39.61,39.61,star-rating Three,Better Homes and Gardens New Cook Book
6,History,58.55,58.55,58.55,,Catherine the Great: Portrait of a Woman
6,Sequential Art,20.96,20.96,20.96,,"Fruits Basket, Vol. 6 (Fruits Basket #6)"
6,Sequential Art,36.39,36.39,36.39,star-rating Three,"Death Note, Vol. 6: Give-and-Take (Death Note #6)"
6,Fiction,40.32,40.32,40.32,,Deception Point
6,Thriller,18.32,18.32,18.32,,Give It Back
6,Self Help,46.49,46.49,46.49,,How to Stop Worrying and Start Living
6,Add a comment,56.59,56.59,56.59,,Fun Home: A Family Tragicomic
6,Nonfiction,42.14,42.14,42.14,star-rating Three,"Girl, Interrupted"
6,Mystery,38.38,38.38,38.38,,In the Woods (Dublin Murder Squad #1)
6,Nonfiction,49.98,49.98,49.98,,In Cold Blood
6,Fiction,19.02,19.02,19.02,,Me Before You (Me Before You #1)
6,Add a comment,48.51,48.51,48.51,star-rating Three,Mere Christianity
6,Default,46.58,46.58,46.58,,Musicophilia: Tales of Music and the Brain
6,Add a comment,19.27,19.27,19.27,,Pride and Prejudice
6,Default,30.60,30.60,30.60,star-rating Three,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman
6,Young Adult,50.96,50.96,50.96,,Tell the Wolves I'm Home
6,Food and Drink,59.92,59.92,59.92,,The Barefoot Contessa Cookbook
